purchase_id,date,supplier,category,items_summary,quantity_kg,total_cost_clp,payment_terms,due_date,status
PO-2663,2025-04-24,Agro los hermanos,veg,Veg Variety Pack,80.97,121462,0 dias,2025-04-24,Received
PO-2664,2025-04-24,Puerto de Palos,seafood,Seafood Variety Pack,26.13,313590,15 dias,2025-05-09,Received
PO-2665,2025-04-24,Distribuidora JR,dairy,Dairy Variety Pack,48.33,289950,15 dias,2025-05-09,Received
PO-2666,2025-04-24,ICB Food Service,grocery,Grocery Variety Pack,139.57,279150,30 dias,2025-05-24,Received
PO-2667,2025-04-24,Distribuidora JR,beverage,Beverage Variety Pack,4.83,3860,15 dias,2025-05-09,Received
PO-2668,2025-04-24,Licores Premium,wine,Wine Variety Pack,6.67,26700,30 dias,2025-05-24,Received
PO-2669,2025-04-28,Carnes Danke,meat,Meat Variety Pack,12.52,118963,30 dias,2025-05-28,Received
PO-2670,2025-04-28,Agro los hermanos,veg,Veg Variety Pack,29.3,43950,0 dias,2025-04-28,Received
PO-2671,2025-04-28,Puerto de Palos,seafood,Seafood Variety Pack,9.17,110040,15 dias,2025-05-13,Received
PO-2672,2025-04-28,Distribuidora JR,dairy,Dairy Variety Pack,14.88,89250,15 dias,2025-05-13,Received
PO-2673,2025-04-28,ICB Food Service,grocery,Grocery Variety Pack,52.73,105470,30 dias,2025-05-28,Received
PO-2674,2025-04-28,Distribuidora JR,beverage,Beverage Variety Pack,2.62,2100,15 dias,2025-05-13,Received
PO-2675,2025-04-28,Licores Premium,wine,Wine Variety Pack,1.32,5300,30 dias,2025-05-28,Received
PO-2676,2025-05-01,Carnes Danke,meat,Meat Variety Pack,54.08,513760,30 dias,2025-05-31,Received
PO-2677,2025-05-01,Agro los hermanos,veg,Veg Variety Pack,102.67,154012,0 dias,2025-05-01,Received
PO-2678,2025-05-01,Puerto de Palos,seafood,Seafood Variety Pack,37.81,453720,15 dias,2025-05-16,Received
PO-2679,2025-05-01,Distribuidora JR,dairy,Dairy Variety Pack,63.27,379650,15 dias,2025-05-16,Received
PO-2680,2025-05-01,ICB Food Service,grocery,Grocery Variety Pack,197.0,394000,30 dias,2025-05-31,Received
PO-2681,2025-05-01,Distribuidora JR,beverage,Beverage Variety Pack,4.88,3900,15 dias,2025-05-16,Received
PO-2682,2025-05-01,Licores Premium,wine,Wine Variety Pack,9.39,37550,30 dias,2025-05-31,Received
PO-2683,2025-05-05,Carnes Danke,meat,Meat Variety Pack,5.59,53128,30 dias,2025-06-04,Received
PO-2684,2025-05-05,Agro los hermanos,veg,Veg Variety Pack,30.57,45862,0 dias,2025-05-05,Received
PO-2685,2025-05-05,Puerto de Palos,seafood,Seafood Variety Pack,12.5,149970,15 dias,2025-05-20,Received
PO-2686,2025-05-05,Distribuidora JR,dairy,Dairy Variety Pack,21.2,127200,15 dias,2025-05-20,Received
PO-2687,2025-05-05,ICB Food Service,grocery,Grocery Variety Pack,43.66,87320,30 dias,2025-06-04,Received
PO-2688,2025-05-05,Distribuidora JR,beverage,Beverage Variety Pack,1.25,1000,15 dias,2025-05-20,Received
PO-2689,2025-05-05,Licores Premium,wine,Wine Variety Pack,1.95,7800,30 dias,2025-06-04,Received
PO-2690,2025-05-08,Carnes Danke,meat,Meat Variety Pack,40.94,388882,30 dias,2025-06-07,Received
PO-2691,2025-05-08,Agro los hermanos,veg,Veg Variety Pack,92.15,138225,0 dias,2025-05-08,Received
PO-2692,2025-05-08,Puerto de Palos,seafood,Seafood Variety Pack,30.14,361710,15 dias,2025-05-23,Received
PO-2693,2025-05-08,Distribuidora JR,dairy,Dairy Variety Pack,41.65,249900,15 dias,2025-05-23,Received
PO-2694,2025-05-08,ICB Food Service,grocery,Grocery Variety Pack,127.72,255440,30 dias,2025-06-07,Received
PO-2695,2025-05-08,Distribuidora JR,beverage,Beverage Variety Pack,6.03,4820,15 dias,2025-05-23,Received
PO-2696,2025-05-08,Licores Premium,wine,Wine Variety Pack,3.71,14850,30 dias,2025-06-07,Received
PO-2697,2025-05-12,Carnes Danke,meat,Meat Variety Pack,7.29,69207,30 dias,2025-06-11,Received
PO-2698,2025-05-12,Agro los hermanos,veg,Veg Variety Pack,10.2,15299,0 dias,2025-05-12,Received
PO-2699,2025-05-12,Puerto de Palos,seafood,Seafood Variety Pack,8.11,97290,15 dias,2025-05-27,Received
PO-2700,2025-05-12,Distribuidora JR,dairy,Dairy Variety Pack,20.9,125399,15 dias,2025-05-27,Received
PO-2701,2025-05-12,ICB Food Service,grocery,Grocery Variety Pack,48.05,96100,30 dias,2025-06-11,Received
PO-2702,2025-05-12,Licores Premium,wine,Wine Variety Pack,1.73,6900,30 dias,2025-06-11,Received
PO-2703,2025-05-15,Carnes Danke,meat,Meat Variety Pack,50.98,484309,30 dias,2025-06-14,Received
PO-2704,2025-05-15,Agro los hermanos,veg,Veg Variety Pack,107.22,160837,0 dias,2025-05-15,Received
PO-2705,2025-05-15,Puerto de Palos,seafood,Seafood Variety Pack,40.77,489240,15 dias,2025-05-30,Received
PO-2706,2025-05-15,Distribuidora JR,dairy,Dairy Variety Pack,57.62,345750,15 dias,2025-05-30,Received
PO-2707,2025-05-15,ICB Food Service,grocery,Grocery Variety Pack,176.14,352280,30 dias,2025-06-14,Received
PO-2708,2025-05-15,Distribuidora JR,beverage,Beverage Variety Pack,4.25,3400,15 dias,2025-05-30,Received
PO-2709,2025-05-15,Licores Premium,wine,Wine Variety Pack,6.47,25900,30 dias,2025-06-14,Received
PO-2710,2025-05-19,Carnes Danke,meat,Meat Variety Pack,6.39,60752,30 dias,2025-06-18,Received
PO-2711,2025-05-19,Agro los hermanos,veg,Veg Variety Pack,16.07,24112,0 dias,2025-05-19,Received
PO-2712,2025-05-19,Puerto de Palos,seafood,Seafood Variety Pack,6.35,76170,15 dias,2025-06-03,Received
PO-2713,2025-05-19,Distribuidora JR,dairy,Dairy Variety Pack,12.25,73500,15 dias,2025-06-03,Received
PO-2714,2025-05-19,ICB Food Service,grocery,Grocery Variety Pack,34.74,69480,30 dias,2025-06-18,Received
PO-2715,2025-05-19,Distribuidora JR,beverage,Beverage Variety Pack,2.27,1820,15 dias,2025-06-03,Received
PO-2716,2025-05-19,Licores Premium,wine,Wine Variety Pack,0.54,2150,30 dias,2025-06-18,Received
PO-2717,2025-05-22,Carnes Danke,meat,Meat Variety Pack,43.34,411730,30 dias,2025-06-21,Received
PO-2718,2025-05-22,Agro los hermanos,veg,Veg Variety Pack,97.62,146437,0 dias,2025-05-22,Received
PO-2719,2025-05-22,Puerto de Palos,seafood,Seafood Variety Pack,29.3,351660,15 dias,2025-06-06,Received
PO-2720,2025-05-22,Distribuidora JR,dairy,Dairy Variety Pack,61.75,370500,15 dias,2025-06-06,Received
PO-2721,2025-05-22,ICB Food Service,grocery,Grocery Variety Pack,158.29,316580,30 dias,2025-06-21,Received
PO-2722,2025-05-22,Distribuidora JR,beverage,Beverage Variety Pack,5.12,4100,15 dias,2025-06-06,Received
PO-2723,2025-05-22,Licores Premium,wine,Wine Variety Pack,8.86,35450,30 dias,2025-06-21,Received
PO-2724,2025-05-26,Carnes Danke,meat,Meat Variety Pack,11.71,111197,30 dias,2025-06-25,Received
PO-2725,2025-05-26,Agro los hermanos,veg,Veg Variety Pack,18.3,27450,0 dias,2025-05-26,Received
PO-2726,2025-05-26,Puerto de Palos,seafood,Seafood Variety Pack,6.27,75270,15 dias,2025-06-10,Received
PO-2727,2025-05-26,Distribuidora JR,dairy,Dairy Variety Pack,18.9,113399,15 dias,2025-06-10,Received
PO-2728,2025-05-26,ICB Food Service,grocery,Grocery Variety Pack,47.84,95690,30 dias,2025-06-25,Received
PO-2729,2025-05-26,Licores Premium,wine,Wine Variety Pack,1.96,7850,30 dias,2025-06-25,Received
PO-2730,2025-05-29,Carnes Danke,meat,Meat Variety Pack,38.33,364087,30 dias,2025-06-28,Received
PO-2731,2025-05-29,Agro los hermanos,veg,Veg Variety Pack,84.12,126187,0 dias,2025-05-29,Received
PO-2732,2025-05-29,Puerto de Palos,seafood,Seafood Variety Pack,27.55,330630,15 dias,2025-06-13,Received
PO-2733,2025-05-29,Distribuidora JR,dairy,Dairy Variety Pack,53.3,319800,15 dias,2025-06-13,Received
PO-2734,2025-05-29,ICB Food Service,grocery,Grocery Variety Pack,144.26,288530,30 dias,2025-06-28,Received
PO-2735,2025-05-29,Distribuidora JR,beverage,Beverage Variety Pack,3.45,2760,15 dias,2025-06-13,Received
PO-2736,2025-05-29,Licores Premium,wine,Wine Variety Pack,8.74,34950,30 dias,2025-06-28,Received
PO-2737,2025-06-02,Carnes Danke,meat,Meat Variety Pack,9.04,85903,30 dias,2025-07-02,Received
PO-2738,2025-06-02,Agro los hermanos,veg,Veg Variety Pack,31.35,47025,0 dias,2025-06-02,Received
PO-2739,2025-06-02,Puerto de Palos,seafood,Seafood Variety Pack,13.77,165210,15 dias,2025-06-17,Received
PO-2740,2025-06-02,Distribuidora JR,dairy,Dairy Variety Pack,15.93,95550,15 dias,2025-06-17,Received
PO-2741,2025-06-02,ICB Food Service,grocery,Grocery Variety Pack,44.6,89200,30 dias,2025-07-02,Received
PO-2742,2025-06-02,Distribuidora JR,beverage,Beverage Variety Pack,2.7,2160,15 dias,2025-06-17,Received
PO-2743,2025-06-02,Licores Premium,wine,Wine Variety Pack,1.73,6900,30 dias,2025-07-02,Received
PO-2744,2025-06-05,Carnes Danke,meat,Meat Variety Pack,47.1,447473,30 dias,2025-07-05,Received
PO-2745,2025-06-05,Agro los hermanos,veg,Veg Variety Pack,90.42,135637,0 dias,2025-06-05,Received
PO-2746,2025-06-05,Puerto de Palos,seafood,Seafood Variety Pack,36.12,433410,15 dias,2025-06-20,Received
PO-2747,2025-06-05,Distribuidora JR,dairy,Dairy Variety Pack,62.67,376050,15 dias,2025-06-20,Received
PO-2748,2025-06-05,ICB Food Service,grocery,Grocery Variety Pack,170.8,341600,30 dias,2025-07-05,Received
PO-2749,2025-06-05,Distribuidora JR,beverage,Beverage Variety Pack,6.92,5540,15 dias,2025-06-20,Received
PO-2750,2025-06-05,Licores Premium,wine,Wine Variety Pack,6.21,24850,30 dias,2025-07-05,Received
PO-2751,2025-06-09,Carnes Danke,meat,Meat Variety Pack,16.98,161286,30 dias,2025-07-09,Received
PO-2752,2025-06-09,Agro los hermanos,veg,Veg Variety Pack,36.42,54637,0 dias,2025-06-09,Received
PO-2753,2025-06-09,Puerto de Palos,seafood,Seafood Variety Pack,15.96,191520,15 dias,2025-06-24,Received
PO-2754,2025-06-09,Distribuidora JR,dairy,Dairy Variety Pack,21.23,127350,15 dias,2025-06-24,Received
PO-2755,2025-06-09,ICB Food Service,grocery,Grocery Variety Pack,69.55,139090,30 dias,2025-07-09,Received
PO-2756,2025-06-09,Distribuidora JR,beverage,Beverage Variety Pack,1.48,1180,15 dias,2025-06-24,Received
PO-2757,2025-06-09,Licores Premium,wine,Wine Variety Pack,3.05,12200,30 dias,2025-07-09,Received
PO-2758,2025-06-12,Carnes Danke,meat,Meat Variety Pack,50.51,479797,30 dias,2025-07-12,Received
PO-2759,2025-06-12,Agro los hermanos,veg,Veg Variety Pack,99.7,149550,0 dias,2025-06-12,Received
PO-2760,2025-06-12,Puerto de Palos,seafood,Seafood Variety Pack,29.8,357660,15 dias,2025-06-27,Received
PO-2761,2025-06-12,Distribuidora JR,dairy,Dairy Variety Pack,66.28,397650,15 dias,2025-06-27,Received
PO-2762,2025-06-12,ICB Food Service,grocery,Grocery Variety Pack,184.07,368140,30 dias,2025-07-12,Received
PO-2763,2025-06-12,Distribuidora JR,beverage,Beverage Variety Pack,5.65,4520,15 dias,2025-06-27,Received
PO-2764,2025-06-12,Licores Premium,wine,Wine Variety Pack,6.55,26200,30 dias,2025-07-12,Received
PO-2765,2025-06-16,Carnes Danke,meat,Meat Variety Pack,12.59,119605,30 dias,2025-07-16,Received
PO-2766,2025-06-16,Agro los hermanos,veg,Veg Variety Pack,28.3,42450,0 dias,2025-06-16,Received
PO-2767,2025-06-16,Puerto de Palos,seafood,Seafood Variety Pack,10.58,126960,15 dias,2025-07-01,Received
PO-2768,2025-06-16,Distribuidora JR,dairy,Dairy Variety Pack,24.85,149100,15 dias,2025-07-01,Received
PO-2769,2025-06-16,ICB Food Service,grocery,Grocery Variety Pack,57.97,115930,30 dias,2025-07-16,Received
PO-2770,2025-06-16,Distribuidora JR,beverage,Beverage Variety Pack,1.38,1100,15 dias,2025-07-01,Received
PO-2771,2025-06-16,Licores Premium,wine,Wine Variety Pack,3.2,12800,30 dias,2025-07-16,Received
PO-2772,2025-06-19,Carnes Danke,meat,Meat Variety Pack,48.77,463315,30 dias,2025-07-19,Received
PO-2773,2025-06-19,Agro los hermanos,veg,Veg Variety Pack,99.65,149475,0 dias,2025-06-19,Received
PO-2774,2025-06-19,Puerto de Palos,seafood,Seafood Variety Pack,34.25,411000,15 dias,2025-07-04,Received
PO-2775,2025-06-19,Distribuidora JR,dairy,Dairy Variety Pack,69.47,416849,15 dias,2025-07-04,Received
PO-2776,2025-06-19,ICB Food Service,grocery,Grocery Variety Pack,168.31,336630,30 dias,2025-07-19,Received
PO-2777,2025-06-19,Distribuidora JR,beverage,Beverage Variety Pack,4.1,3279,15 dias,2025-07-04,Received
PO-2778,2025-06-19,Licores Premium,wine,Wine Variety Pack,5.62,22500,30 dias,2025-07-19,Received
PO-2779,2025-06-23,Carnes Danke,meat,Meat Variety Pack,7.63,72508,30 dias,2025-07-23,Received
PO-2780,2025-06-23,Agro los hermanos,veg,Veg Variety Pack,25.3,37950,0 dias,2025-06-23,Received
PO-2781,2025-06-23,Puerto de Palos,seafood,Seafood Variety Pack,7.38,88500,15 dias,2025-07-08,Received
PO-2782,2025-06-23,Distribuidora JR,dairy,Dairy Variety Pack,16.77,100649,15 dias,2025-07-08,Received
PO-2783,2025-06-23,ICB Food Service,grocery,Grocery Variety Pack,50.1,100200,30 dias,2025-07-23,Received
PO-2784,2025-06-23,Distribuidora JR,beverage,Beverage Variety Pack,2.2,1760,15 dias,2025-07-08,Received
PO-2785,2025-06-26,Carnes Danke,meat,Meat Variety Pack,39.91,379121,30 dias,2025-07-26,Received
PO-2786,2025-06-26,Agro los hermanos,veg,Veg Variety Pack,89.67,134512,0 dias,2025-06-26,Received
PO-2787,2025-06-26,Puerto de Palos,seafood,Seafood Variety Pack,34.31,411780,15 dias,2025-07-11,Received
PO-2788,2025-06-26,Distribuidora JR,dairy,Dairy Variety Pack,45.17,271050,15 dias,2025-07-11,Received
PO-2789,2025-06-26,ICB Food Service,grocery,Grocery Variety Pack,129.46,258910,30 dias,2025-07-26,Received
PO-2790,2025-06-26,Distribuidora JR,beverage,Beverage Variety Pack,7.12,5700,15 dias,2025-07-11,Received
PO-2791,2025-06-26,Licores Premium,wine,Wine Variety Pack,9.85,39400,30 dias,2025-07-26,Received
PO-2792,2025-06-30,Carnes Danke,meat,Meat Variety Pack,14.59,138557,30 dias,2025-07-30,Received
PO-2793,2025-06-30,Agro los hermanos,veg,Veg Variety Pack,22.68,34012,0 dias,2025-06-30,Received
PO-2794,2025-06-30,Puerto de Palos,seafood,Seafood Variety Pack,4.51,54179,15 dias,2025-07-15,Received
PO-2795,2025-06-30,Distribuidora JR,dairy,Dairy Variety Pack,18.3,109800,15 dias,2025-07-15,Received
PO-2796,2025-06-30,ICB Food Service,grocery,Grocery Variety Pack,48.7,97400,30 dias,2025-07-30,Received
PO-2797,2025-06-30,Licores Premium,wine,Wine Variety Pack,0.66,2650,30 dias,2025-07-30,Received
PO-2798,2025-07-03,Carnes Danke,meat,Meat Variety Pack,46.8,444623,30 dias,2025-08-02,Received
PO-2799,2025-07-03,Agro los hermanos,veg,Veg Variety Pack,96.62,144937,0 dias,2025-07-03,Received
PO-2800,2025-07-03,Puerto de Palos,seafood,Seafood Variety Pack,27.14,325710,15 dias,2025-07-18,Received
PO-2801,2025-07-03,Distribuidora JR,dairy,Dairy Variety Pack,60.65,363900,15 dias,2025-07-18,Received
PO-2802,2025-07-03,ICB Food Service,grocery,Grocery Variety Pack,156.68,313360,30 dias,2025-08-02,Received
PO-2803,2025-07-03,Distribuidora JR,beverage,Beverage Variety Pack,4.5,3600,15 dias,2025-07-18,Received
PO-2804,2025-07-03,Licores Premium,wine,Wine Variety Pack,7.04,28150,30 dias,2025-08-02,Received
PO-2805,2025-07-07,Carnes Danke,meat,Meat Variety Pack,16.75,159077,30 dias,2025-08-06,Received
PO-2806,2025-07-07,Agro los hermanos,veg,Veg Variety Pack,40.6,60900,0 dias,2025-07-07,Received
PO-2807,2025-07-07,Puerto de Palos,seafood,Seafood Variety Pack,13.12,157410,15 dias,2025-07-22,Received
PO-2808,2025-07-07,Distribuidora JR,dairy,Dairy Variety Pack,31.23,187350,15 dias,2025-07-22,Received
PO-2809,2025-07-07,ICB Food Service,grocery,Grocery Variety Pack,83.59,167180,30 dias,2025-08-06,Received
PO-2810,2025-07-07,Distribuidora JR,beverage,Beverage Variety Pack,2.8,2240,15 dias,2025-07-22,Received
PO-2811,2025-07-07,Licores Premium,wine,Wine Variety Pack,1.49,5950,30 dias,2025-08-06,Received
PO-2812,2025-07-10,Carnes Danke,meat,Meat Variety Pack,34.28,325660,30 dias,2025-08-09,Received
PO-2813,2025-07-10,Agro los hermanos,veg,Veg Variety Pack,85.92,128887,0 dias,2025-07-10,Received
PO-2814,2025-07-10,Puerto de Palos,seafood,Seafood Variety Pack,38.56,462689,15 dias,2025-07-25,Received
PO-2815,2025-07-10,Distribuidora JR,dairy,Dairy Variety Pack,45.98,275850,15 dias,2025-07-25,Received
PO-2816,2025-07-10,ICB Food Service,grocery,Grocery Variety Pack,142.97,285930,30 dias,2025-08-09,Received
PO-2817,2025-07-10,Distribuidora JR,beverage,Beverage Variety Pack,6.0,4800,15 dias,2025-07-25,Received
PO-2818,2025-07-10,Licores Premium,wine,Wine Variety Pack,5.53,22100,30 dias,2025-08-09,Received
PO-2819,2025-07-14,Carnes Danke,meat,Meat Variety Pack,24.45,232275,30 dias,2025-08-13,Received
PO-2820,2025-07-14,Agro los hermanos,veg,Veg Variety Pack,37.6,56400,0 dias,2025-07-14,Received
PO-2821,2025-07-14,Puerto de Palos,seafood,Seafood Variety Pack,5.95,71430,15 dias,2025-07-29,Received
PO-2822,2025-07-14,Distribuidora JR,dairy,Dairy Variety Pack,21.65,129899,15 dias,2025-07-29,Received
PO-2823,2025-07-14,ICB Food Service,grocery,Grocery Variety Pack,70.69,141370,30 dias,2025-08-13,Received
PO-2824,2025-07-14,Distribuidora JR,beverage,Beverage Variety Pack,1.9,1520,15 dias,2025-07-29,Received
PO-2825,2025-07-14,Licores Premium,wine,Wine Variety Pack,1.65,6600,30 dias,2025-08-13,Received
PO-2826,2025-07-17,Carnes Danke,meat,Meat Variety Pack,50.28,477707,30 dias,2025-08-16,Received
PO-2827,2025-07-17,Agro los hermanos,veg,Veg Variety Pack,100.17,150262,0 dias,2025-07-17,Received
PO-2828,2025-07-17,Puerto de Palos,seafood,Seafood Variety Pack,32.12,385380,15 dias,2025-08-01,Received
PO-2829,2025-07-17,Distribuidora JR,dairy,Dairy Variety Pack,52.6,315600,15 dias,2025-08-01,Received
PO-2830,2025-07-17,ICB Food Service,grocery,Grocery Variety Pack,148.68,297350,30 dias,2025-08-16,Received
PO-2831,2025-07-17,Distribuidora JR,beverage,Beverage Variety Pack,6.6,5280,15 dias,2025-08-01,Received
PO-2832,2025-07-17,Licores Premium,wine,Wine Variety Pack,4.99,19950,30 dias,2025-08-16,Received
PO-2833,2025-07-21,Carnes Danke,meat,Meat Variety Pack,7.29,69207,30 dias,2025-08-20,Received
PO-2834,2025-07-21,Agro los hermanos,veg,Veg Variety Pack,14.05,21075,0 dias,2025-07-21,Received
PO-2835,2025-07-21,Puerto de Palos,seafood,Seafood Variety Pack,3.58,42900,15 dias,2025-08-05,Received
PO-2836,2025-07-21,Distribuidora JR,dairy,Dairy Variety Pack,19.93,119550,15 dias,2025-08-05,Received
PO-2837,2025-07-21,ICB Food Service,grocery,Grocery Variety Pack,50.83,101660,30 dias,2025-08-20,Received
PO-2838,2025-07-21,Distribuidora JR,beverage,Beverage Variety Pack,1.8,1440,15 dias,2025-08-05,Received
PO-2839,2025-07-21,Licores Premium,wine,Wine Variety Pack,5.08,20300,30 dias,2025-08-20,Received
PO-2840,2025-07-24,Carnes Danke,meat,Meat Variety Pack,43.87,416788,30 dias,2025-08-23,Received
PO-2841,2025-07-24,Agro los hermanos,veg,Veg Variety Pack,100.22,150337,0 dias,2025-07-24,Received
PO-2842,2025-07-24,Puerto de Palos,seafood,Seafood Variety Pack,39.35,472169,15 dias,2025-08-08,Received
PO-2843,2025-07-24,Distribuidora JR,dairy,Dairy Variety Pack,52.15,312900,15 dias,2025-08-08,Received
PO-2844,2025-07-24,ICB Food Service,grocery,Grocery Variety Pack,149.46,298910,30 dias,2025-08-23,Received
PO-2845,2025-07-24,Distribuidora JR,beverage,Beverage Variety Pack,5.1,4079,15 dias,2025-08-08,Received
PO-2846,2025-07-24,Licores Premium,wine,Wine Variety Pack,8.07,32299,30 dias,2025-08-23,Received
PO-2847,2025-07-28,Carnes Danke,meat,Meat Variety Pack,15.58,148010,30 dias,2025-08-27,Received
PO-2848,2025-07-28,Agro los hermanos,veg,Veg Variety Pack,31.25,46875,0 dias,2025-07-28,Received
PO-2849,2025-07-28,Puerto de Palos,seafood,Seafood Variety Pack,9.61,115290,15 dias,2025-08-12,Received
PO-2850,2025-07-28,Distribuidora JR,dairy,Dairy Variety Pack,28.55,171300,15 dias,2025-08-12,Received
PO-2851,2025-07-28,ICB Food Service,grocery,Grocery Variety Pack,64.37,128740,30 dias,2025-08-27,Received
PO-2852,2025-07-28,Distribuidora JR,beverage,Beverage Variety Pack,2.48,1980,15 dias,2025-08-12,Received
PO-2853,2025-07-28,Licores Premium,wine,Wine Variety Pack,2.45,9800,30 dias,2025-08-27,Received
PO-2854,2025-07-31,Carnes Danke,meat,Meat Variety Pack,34.51,327797,30 dias,2025-08-30,Received
PO-2855,2025-07-31,Agro los hermanos,veg,Veg Variety Pack,77.58,116362,0 dias,2025-07-31,Received
PO-2856,2025-07-31,Puerto de Palos,seafood,Seafood Variety Pack,29.97,359640,15 dias,2025-08-15,Received
PO-2857,2025-07-31,Distribuidora JR,dairy,Dairy Variety Pack,43.95,263700,15 dias,2025-08-15,Received
PO-2858,2025-07-31,ICB Food Service,grocery,Grocery Variety Pack,123.87,247740,30 dias,2025-08-30,Received
PO-2859,2025-07-31,Distribuidora JR,beverage,Beverage Variety Pack,5.28,4220,15 dias,2025-08-15,Received
PO-2860,2025-07-31,Licores Premium,wine,Wine Variety Pack,4.95,19800,30 dias,2025-08-30,Received
PO-2861,2025-08-04,Carnes Danke,meat,Meat Variety Pack,12.54,119177,30 dias,2025-09-03,Received
PO-2862,2025-08-04,Agro los hermanos,veg,Veg Variety Pack,22.12,33187,0 dias,2025-08-04,Received
PO-2863,2025-08-04,Puerto de Palos,seafood,Seafood Variety Pack,5.51,66180,15 dias,2025-08-19,Received
PO-2864,2025-08-04,Distribuidora JR,dairy,Dairy Variety Pack,19.73,118350,15 dias,2025-08-19,Received
PO-2865,2025-08-04,ICB Food Service,grocery,Grocery Variety Pack,50.65,101290,30 dias,2025-09-03,Received
PO-2866,2025-08-04,Licores Premium,wine,Wine Variety Pack,2.9,11600,30 dias,2025-09-03,Received
PO-2867,2025-08-07,Carnes Danke,meat,Meat Variety Pack,37.71,358245,30 dias,2025-09-06,Received
PO-2868,2025-08-07,Agro los hermanos,veg,Veg Variety Pack,80.42,120637,0 dias,2025-08-07,Received
PO-2869,2025-08-07,Puerto de Palos,seafood,Seafood Variety Pack,31.78,381360,15 dias,2025-08-22,Received
PO-2870,2025-08-07,Distribuidora JR,dairy,Dairy Variety Pack,58.6,351600,15 dias,2025-08-22,Received
PO-2871,2025-08-07,ICB Food Service,grocery,Grocery Variety Pack,147.36,294720,30 dias,2025-09-06,Received
PO-2872,2025-08-07,Distribuidora JR,beverage,Beverage Variety Pack,5.15,4120,15 dias,2025-08-22,Received
PO-2873,2025-08-07,Licores Premium,wine,Wine Variety Pack,3.38,13500,30 dias,2025-09-06,Received
PO-2874,2025-08-11,Carnes Danke,meat,Meat Variety Pack,14.79,140505,30 dias,2025-09-10,Received
PO-2875,2025-08-11,Agro los hermanos,veg,Veg Variety Pack,37.08,55612,0 dias,2025-08-11,Received
PO-2876,2025-08-11,Puerto de Palos,seafood,Seafood Variety Pack,11.48,137760,15 dias,2025-08-26,Received
PO-2877,2025-08-11,Distribuidora JR,dairy,Dairy Variety Pack,15.32,91950,15 dias,2025-08-26,Received
PO-2878,2025-08-11,ICB Food Service,grocery,Grocery Variety Pack,44.93,89860,30 dias,2025-09-10,Received
PO-2879,2025-08-11,Distribuidora JR,beverage,Beverage Variety Pack,1.23,980,15 dias,2025-08-26,Received
PO-2880,2025-08-11,Licores Premium,wine,Wine Variety Pack,3.6,14400,30 dias,2025-09-10,Received
PO-2881,2025-08-14,Carnes Danke,meat,Meat Variety Pack,39.56,375796,30 dias,2025-09-13,Received
PO-2882,2025-08-14,Agro los hermanos,veg,Veg Variety Pack,94.67,142012,0 dias,2025-08-14,Received
PO-2883,2025-08-14,Puerto de Palos,seafood,Seafood Variety Pack,37.95,455370,15 dias,2025-08-29,Received
PO-2884,2025-08-14,Distribuidora JR,dairy,Dairy Variety Pack,57.1,342600,15 dias,2025-08-29,Received
PO-2885,2025-08-14,ICB Food Service,grocery,Grocery Variety Pack,171.06,342120,30 dias,2025-09-13,Received
PO-2886,2025-08-14,Distribuidora JR,beverage,Beverage Variety Pack,4.53,3620,15 dias,2025-08-29,Received
PO-2887,2025-08-14,Licores Premium,wine,Wine Variety Pack,6.05,24200,30 dias,2025-09-13,Received
PO-2888,2025-08-18,Carnes Danke,meat,Meat Variety Pack,6.12,58187,30 dias,2025-09-17,Received
PO-2889,2025-08-18,Agro los hermanos,veg,Veg Variety Pack,16.12,24187,0 dias,2025-08-18,Received
PO-2890,2025-08-18,Puerto de Palos,seafood,Seafood Variety Pack,4.44,53280,15 dias,2025-09-02,Received
PO-2891,2025-08-18,Distribuidora JR,dairy,Dairy Variety Pack,17.95,107700,15 dias,2025-09-02,Received
PO-2892,2025-08-18,ICB Food Service,grocery,Grocery Variety Pack,37.63,75270,30 dias,2025-09-17,Received
PO-2893,2025-08-18,Distribuidora JR,beverage,Beverage Variety Pack,1.25,1000,15 dias,2025-09-02,Received
PO-2894,2025-08-18,Licores Premium,wine,Wine Variety Pack,2.05,8200,30 dias,2025-09-17,Received
PO-2895,2025-08-21,Carnes Danke,meat,Meat Variety Pack,44.51,422821,30 dias,2025-09-20,Received
PO-2896,2025-08-21,Agro los hermanos,veg,Veg Variety Pack,93.3,139950,0 dias,2025-08-21,Received
PO-2897,2025-08-21,Puerto de Palos,seafood,Seafood Variety Pack,29.92,359070,15 dias,2025-09-05,Received
PO-2898,2025-08-21,Distribuidora JR,dairy,Dairy Variety Pack,56.77,340650,15 dias,2025-09-05,Received
PO-2899,2025-08-21,ICB Food Service,grocery,Grocery Variety Pack,149.78,299570,30 dias,2025-09-20,Received
PO-2900,2025-08-21,Distribuidora JR,beverage,Beverage Variety Pack,6.42,5140,15 dias,2025-09-05,Received
PO-2901,2025-08-21,Licores Premium,wine,Wine Variety Pack,5.56,22250,30 dias,2025-09-20,Received
PO-2902,2025-08-25,Carnes Danke,meat,Meat Variety Pack,14.45,137275,30 dias,2025-09-24,Received
PO-2903,2025-08-25,Agro los hermanos,veg,Veg Variety Pack,29.35,44025,0 dias,2025-08-25,Received
PO-2904,2025-08-25,Puerto de Palos,seafood,Seafood Variety Pack,11.43,137160,15 dias,2025-09-09,Received
