date,target_revenue,qty_sold,weather_temp,is_weekend,is_holiday,foot_traffic_estimate,num_reservations,reserved_pax,day_of_week,month,day_of_month,promo_pizza_tuesday,promo_ladies_thursday,promo_happy_hour,revenue_t-1,revenue_t-7,revenue_t-28,rolling_7d_avg,rolling_30d_avg
2024-07-10,1467190,95,11.9,0,0,94.0,30.0,76.0,2,7,10,0,0,1,629400.0,1242490.0,1111050.0,1408378.5714285714,1323537.3333333333
2024-07-11,1611240,158,10.4,0,0,164.0,0.0,0.0,3,7,11,0,1,1,1467190.0,1700100.0,1968700.0,1440478.5714285714,1325206.3333333333
2024-07-12,2074340,152,7.0,1,0,150.0,53.0,136.0,4,7,12,0,0,1,1611240.0,1888550.0,1832790.0,1427784.2857142857,1335695.3333333333
2024-07-13,1551880,105,0.8,1,0,103.0,34.0,78.0,5,7,13,0,0,0,2074340.0,2314490.0,1648380.0,1454325.7142857143,1367805.0
2024-07-14,1141200,84,6.9,0,0,94.0,27.0,84.0,6,7,14,0,0,0,1551880.0,1341790.0,896000.0,1345381.4285714286,1353911.0
2024-07-15,320630,26,11.0,0,0,50.0,13.0,34.0,0,7,15,0,0,1,1141200.0,741830.0,1852590.0,1316725.7142857143,1330858.0
2024-07-16,1336480,94,4.8,0,0,77.0,0.0,0.0,1,7,16,1,0,1,320630.0,629400.0,1607830.0,1256554.2857142857,1286599.6666666667
2024-07-17,1121680,75,9.5,0,0,91.0,27.0,66.0,2,7,17,0,0,1,1336480.0,1467190.0,818600.0,1357565.7142857143,1301282.3333333333
2024-07-18,1229840,137,13.9,0,0,133.0,0.0,0.0,3,7,18,0,1,1,1121680.0,1611240.0,1407800.0,1308207.142857143,1276918.6666666667
2024-07-19,1254440,103,3.5,1,0,113.0,32.0,88.0,4,7,19,0,0,1,1229840.0,2074340.0,1611670.0,1253721.4285714286,1264319.0
2024-07-20,1109750,78,7.3,1,0,114.0,34.0,84.0,5,7,20,0,0,0,1254440.0,1551880.0,1410980.0,1136592.857142857,1278847.0
2024-07-21,882900,59,9.6,0,0,94.0,25.0,68.0,6,7,21,0,0,0,1109750.0,1141200.0,1181900.0,1073431.4285714286,1268912.0
2024-07-22,1047990,67,8.4,0,0,77.0,26.0,78.0,0,7,22,0,0,1,882900.0,320630.0,1089310.0,1036531.4285714285,1244619.6666666667
2024-07-23,1312490,108,10.5,0,0,74.0,0.0,0.0,1,7,23,1,0,1,1047990.0,1336480.0,1217800.0,1140440.0,1232520.0
2024-07-24,998840,70,7.2,0,0,74.0,25.0,64.0,2,7,24,0,0,1,1312490.0,1121680.0,777900.0,1137012.857142857,1236873.0
2024-07-25,1669290,150,7.7,0,0,157.0,0.0,0.0,3,7,25,0,1,1,998840.0,1229840.0,1567220.0,1119464.2857142857,1233857.3333333333
2024-07-26,1769940,135,12.0,1,0,142.0,34.0,106.0,4,7,26,0,0,1,1669290.0,1254440.0,759250.0,1182242.857142857,1248907.0
2024-07-27,1940350,142,6.8,1,0,109.0,36.0,92.0,5,7,27,0,0,0,1769940.0,1109750.0,1372500.0,1255885.7142857143,1281975.0
2024-07-28,1146300,89,11.4,0,0,99.0,27.0,74.0,6,7,28,0,0,0,1940350.0,882900.0,773290.0,1374542.857142857,1294412.6666666667
2024-07-29,832100,55,2.7,0,0,70.0,16.0,46.0,0,7,29,0,0,1,1146300.0,1047990.0,1321120.0,1412171.4285714286,1307314.3333333333
2024-07-30,1246000,101,9.6,0,0,72.0,0.0,0.0,1,7,30,1,0,1,832100.0,1312490.0,907100.0,1381330.0,1289301.0
2024-07-31,693200,47,3.4,0,0,61.0,20.0,58.0,2,7,31,0,0,1,1246000.0,998840.0,1242490.0,1371831.4285714286,1305058.0
2024-08-01,1922700,157,10.0,0,0,132.0,0.0,0.0,3,8,1,0,1,1,693200.0,1669290.0,1700100.0,1328168.5714285714,1284127.3333333333
2024-08-02,1601100,103,8.1,1,0,116.0,29.0,74.0,4,8,2,0,0,1,1922700.0,1769940.0,1888550.0,1364370.0,1317980.6666666667
2024-08-03,1484770,104,9.4,1,0,134.0,37.0,100.0,5,8,3,0,0,0,1601100.0,1940350.0,2314490.0,1340250.0,1329934.3333333333
2024-08-04,1447980,90,12.6,0,0,87.0,21.0,56.0,6,8,4,0,0,0,1484770.0,1146300.0,1341790.0,1275167.142857143,1322756.6666666667
2024-08-05,1302950,99,11.1,0,0,101.0,31.0,84.0,0,8,5,0,0,1,1447980.0,832100.0,741830.0,1318264.2857142857,1308071.0
2024-08-06,1108150,90,4.0,0,0,85.0,0.0,0.0,1,8,6,1,0,1,1302950.0,1246000.0,629400.0,1385528.5714285714,1274353.0
2024-08-07,1208630,80,7.4,0,0,66.0,20.0,50.0,2,8,7,0,0,1,1108150.0,693200.0,1467190.0,1365835.7142857143,1266565.0
2024-08-08,1424000,145,13.2,0,0,144.0,0.0,0.0,3,8,8,0,1,1,1208630.0,1922700.0,1611240.0,1439468.5714285714,1282125.0
2024-08-09,1529700,110,6.8,1,0,121.0,42.0,116.0,4,8,9,0,0,1,1424000.0,1601100.0,2074340.0,1368225.7142857143,1308611.6666666667
2024-08-10,1573170,125,11.8,1,0,121.0,43.0,116.0,5,8,10,0,0,0,1529700.0,1484770.0,1551880.0,1358025.7142857143,1310695.3333333333
2024-08-11,1195770,100,7.8,0,0,81.0,23.0,68.0,6,8,11,0,0,0,1573170.0,1447980.0,1141200.0,1370654.2857142857,1309426.3333333333
2024-08-12,1124890,84,6.0,0,0,89.0,30.0,76.0,0,8,12,0,0,1,1195770.0,1302950.0,320630.0,1334624.2857142857,1280140.6666666667
2024-08-13,988620,81,7.0,0,0,79.0,0.0,0.0,1,8,13,1,0,1,1124890.0,1108150.0,1336480.0,1309187.142857143,1265907.6666666667
2024-08-14,1273700,87,14.1,0,0,87.0,23.0,66.0,2,8,14,0,0,1,988620.0,1208630.0,1121680.0,1292111.4285714286,1260821.6666666667
2024-08-15,1362340,160,17.2,0,0,140.0,0.0,0.0,3,8,15,0,1,1,1273700.0,1424000.0,1229840.0,1301407.142857143,1292590.6666666667
2024-08-16,1390240,93,9.4,1,0,118.0,39.0,114.0,4,8,16,0,0,1,1362340.0,1529700.0,1254440.0,1292598.5714285714,1293452.6666666667
2024-08-17,1420050,97,9.3,1,0,143.0,45.0,144.0,5,8,17,0,0,0,1390240.0,1573170.0,1109750.0,1272675.7142857143,1302404.6666666667
2024-08-18,1263660,94,10.8,0,0,86.0,24.0,70.0,6,8,18,0,0,0,1420050.0,1195770.0,882900.0,1250801.4285714286,1308745.0
2024-08-19,788700,59,8.8,0,0,72.0,21.0,62.0,0,8,19,0,0,1,1263660.0,1124890.0,1047990.0,1260500.0,1309052.3333333333
2024-08-20,1852710,145,8.3,0,0,94.0,0.0,0.0,1,8,20,1,0,1,788700.0,988620.0,1312490.0,1212472.857142857,1298350.6666666667
2024-08-21,1239100,93,3.6,0,0,89.0,22.0,64.0,2,8,21,0,0,1,1852710.0,1273700.0,998840.0,1335914.2857142857,1330677.6666666667
2024-08-22,1218940,149,9.1,0,0,133.0,0.0,0.0,3,8,22,0,1,1,1239100.0,1362340.0,1669290.0,1330971.4285714286,1337048.0
2024-08-23,1034200,77,12.1,1,0,92.0,28.0,70.0,4,8,23,0,0,1,1218940.0,1390240.0,1769940.0,1310485.7142857143,1333929.6666666667
2024-08-24,1930360,122,13.7,1,0,122.0,39.0,112.0,5,8,24,0,0,0,1034200.0,1420050.0,1940350.0,1259622.857142857,1335108.3333333333
2024-08-25,807490,61,11.2,0,0,88.0,24.0,60.0,6,8,25,0,0,0,1930360.0,1263660.0,1146300.0,1332524.2857142857,1343810.6666666667
2024-08-26,977300,93,9.8,0,0,85.0,22.0,62.0,0,8,26,0,0,1,807490.0,788700.0,832100.0,1267357.142857143,1311729.0
2024-08-27,2087890,146,8.6,0,0,108.0,0.0,0.0,1,8,27,1,0,1,977300.0,1852710.0,1246000.0,1294300.0,1279627.3333333333
2024-08-28,765960,62,12.6,0,0,67.0,17.0,38.0,2,8,28,0,0,1,2087890.0,1239100.0,693200.0,1327897.142857143,1311013.6666666667
2024-08-29,1937650,193,10.8,0,0,164.0,0.0,0.0,3,8,29,0,1,1,765960.0,1218940.0,1922700.0,1260305.7142857143,1308809.0
2024-08-30,1194390,81,14.3,1,0,101.0,34.0,88.0,4,8,30,0,0,1,1937650.0,1034200.0,1601100.0,1362978.5714285714,1331864.0
2024-08-31,1632130,122,6.6,1,0,129.0,37.0,106.0,5,8,31,0,0,0,1194390.0,1930360.0,1484770.0,1385862.857142857,1348570.3333333333
2024-09-01,1033300,71,15.5,0,0,68.0,20.0,58.0,6,9,1,0,0,0,1632130.0,807490.0,1447980.0,1343258.5714285714,1338884.6666666667
2024-09-02,794850,70,14.8,0,0,67.0,18.0,48.0,0,9,2,0,0,1,1033300.0,977300.0,1302950.0,1375517.142857143,1319958.0
2024-09-03,1302380,91,9.0,0,0,80.0,0.0,0.0,1,9,3,1,0,1,794850.0,2087890.0,1108150.0,1349452.857142857,1296960.6666666667
2024-09-04,1015880,71,11.8,0,0,65.0,20.0,52.0,2,9,4,0,0,1,1302380.0,765960.0,1208630.0,1237237.142857143,1292107.3333333333
2024-09-05,1749150,183,12.6,0,0,162.0,0.0,0.0,3,9,5,0,1,1,1015880.0,1937650.0,1424000.0,1272940.0,1282538.3333333333
2024-09-06,1543050,100,12.0,1,0,114.0,35.0,86.0,4,9,6,0,0,1,1749150.0,1194390.0,1529700.0,1246011.4285714286,1303905.0
2024-09-07,1451360,95,17.3,1,0,105.0,33.0,84.0,5,9,7,0,0,0,1543050.0,1632130.0,1573170.0,1295820.0,1315052.3333333333
2024-09-08,514600,40,8.9,0,0,55.0,13.0,40.0,6,9,8,0,0,0,1451360.0,1033300.0,1195770.0,1269995.7142857143,1315964.3333333333
2024-09-09,1307090,84,14.6,0,0,93.0,29.0,84.0,0,9,9,0,0,1,514600.0,794850.0,1124890.0,1195895.7142857143,1282127.6666666667
2024-09-10,1084290,79,15.8,0,0,62.0,0.0,0.0,1,9,10,1,0,1,1307090.0,1302380.0,988620.0,1269072.857142857,1273258.3333333333
2024-09-11,1121250,73,15.3,0,0,89.0,27.0,92.0,2,9,11,0,0,1,1084290.0,1015880.0,1273700.0,1237917.142857143,1269542.3333333333
2024-09-12,2039870,194,15.4,0,0,136.0,0.0,0.0,3,9,12,0,1,1,1121250.0,1749150.0,1362340.0,1252970.0,1269421.0
2024-09-13,1538130,121,14.2,1,0,111.0,30.0,74.0,4,9,13,0,0,1,2039870.0,1543050.0,1390240.0,1294501.4285714286,1304462.6666666667
2024-09-14,1630480,124,10.6,1,0,145.0,42.0,112.0,5,9,14,0,0,0,1538130.0,1451360.0,1420050.0,1293798.5714285714,1313277.0
2024-09-15,782470,55,16.5,0,0,83.0,29.0,86.0,6,9,15,0,0,0,1630480.0,514600.0,1263660.0,1319387.142857143,1322215.0
2024-09-16,1424850,95,12.8,0,0,87.0,21.0,52.0,0,9,16,0,0,1,782470.0,1307090.0,788700.0,1357654.2857142857,1301956.0
2024-09-17,4469400,334,14.0,0,0,169.0,0.0,0.0,1,9,17,1,0,1,1424850.0,1084290.0,1852710.0,1374477.142857143,1302116.0
2024-09-18,5773800,410,14.0,0,1,231.0,0.0,0.0,2,9,18,0,0,0,4469400.0,1121250.0,1239100.0,1858064.2857142857,1408974.0
2024-09-19,11906800,804,16.4,0,1,405.0,0.0,0.0,3,9,19,0,1,0,5773800.0,2039870.0,1218940.0,2522714.285714286,1575144.0
2024-09-20,5633800,436,14.2,1,0,240.0,73.0,218.0,4,9,20,0,0,1,11906800.0,1538130.0,1034200.0,3932275.714285714,1910280.3333333333
2024-09-21,1533790,107,16.4,1,0,108.0,28.0,74.0,5,9,21,0,0,0,5633800.0,1630480.0,1930360.0,4517371.428571428,2056770.3333333333
2024-09-22,1477500,90,14.2,0,0,72.0,17.0,44.0,6,9,22,0,0,0,1533790.0,782470.0,807490.0,4503558.571428572,2067265.3333333333
2024-09-23,1126300,78,10.7,0,0,83.0,19.0,54.0,0,9,23,0,0,1,1477500.0,1424850.0,977300.0,4602848.571428572,2082042.0
2024-09-24,2166750,157,10.1,0,0,110.0,0.0,0.0,1,9,24,1,0,1,1126300.0,4469400.0,2087890.0,4560198.571428572,2055240.0
2024-09-25,1701700,107,13.8,0,0,103.0,34.0,90.0,2,9,25,0,0,1,2166750.0,5773800.0,765960.0,4231248.571428572,2100548.6666666665
2024-09-26,1301720,131,12.5,0,0,147.0,0.0,0.0,3,9,26,0,1,1,1701700.0,11906800.0,1937650.0,3649520.0,2124695.3333333335
2024-09-27,936520,68,11.7,1,0,98.0,29.0,84.0,4,9,27,0,0,1,1301720.0,5633800.0,1194390.0,2134508.5714285714,2098489.6666666665
2024-09-28,1550330,117,12.3,1,0,134.0,42.0,106.0,5,9,28,0,0,0,936520.0,1533790.0,1632130.0,1463468.5714285714,2104175.0
2024-09-29,1588260,105,10.9,0,0,99.0,32.0,88.0,6,9,29,0,0,0,1550330.0,1477500.0,1033300.0,1465831.4285714286,2091264.3333333333
2024-09-30,1174230,88,14.1,0,0,93.0,29.0,72.0,0,9,30,0,0,1,1588260.0,1126300.0,794850.0,1481654.2857142857,2104393.3333333335
2024-10-01,1040090,74,23.9,0,0,81.0,0.0,0.0,1,10,1,1,0,1,1174230.0,2166750.0,1302380.0,1488501.4285714286,2089130.0
2024-10-02,426690,35,20.5,0,0,40.0,11.0,28.0,2,10,2,0,0,1,1040090.0,1701700.0,1015880.0,1327550.0,2089356.3333333333
2024-10-03,1881940,181,15.7,0,0,131.0,0.0,0.0,3,10,3,0,1,1,426690.0,1301720.0,1749150.0,1145405.7142857143,2077084.3333333333
2024-10-04,1513030,116,20.3,1,0,128.0,34.0,100.0,4,10,4,0,0,1,1881940.0,936520.0,1543050.0,1228294.2857142857,2096403.0
2024-10-05,1187740,87,16.7,1,0,86.0,24.0,66.0,5,10,5,0,0,0,1513030.0,1550330.0,1451360.0,1310652.857142857,2112974.6666666665
2024-10-06,612800,51,16.8,0,0,48.0,14.0,46.0,6,10,6,0,0,0,1187740.0,1588260.0,514600.0,1258854.2857142857,2094261.0
2024-10-07,920690,75,19.2,0,0,87.0,24.0,68.0,0,10,7,0,0,1,612800.0,1174230.0,1307090.0,1119502.857142857,2063252.6666666667
2024-10-08,1111690,102,20.5,0,0,88.0,0.0,0.0,1,10,8,1,0,1,920690.0,1040090.0,1084290.0,1083282.857142857,2045563.6666666667
2024-10-09,1240270,87,17.1,0,0,99.0,26.0,72.0,2,10,9,0,0,1,1111690.0,426690.0,1121250.0,1093511.4285714286,2065466.6666666667
2024-10-10,1398000,129,15.3,0,0,115.0,0.0,0.0,3,10,10,0,1,1,1240270.0,1881940.0,2039870.0,1209737.142857143,2063239.3333333333
2024-10-11,1547080,109,13.4,1,0,125.0,41.0,128.0,4,10,11,0,0,1,1398000.0,1513030.0,1538130.0,1140602.857142857,2073696.3333333333
2024-10-12,1675550,114,21.5,1,0,117.0,36.0,102.0,5,10,12,0,0,0,1547080.0,1187740.0,1630480.0,1145467.142857143,2087890.6666666667
2024-10-13,981890,57,22.3,0,0,66.0,18.0,54.0,6,10,13,0,0,0,1675550.0,612800.0,782470.0,1215154.2857142857,2075746.6666666667
2024-10-14,925060,60,14.9,0,0,81.0,26.0,70.0,0,10,14,0,0,1,981890.0,920690.0,1424850.0,1267881.4285714286,2057205.3333333333
2024-10-15,1099420,89,16.1,0,0,86.0,0.0,0.0,1,10,15,1,0,1,925060.0,1111690.0,4469400.0,1268505.7142857143,2033691.3333333333
2024-10-16,930850,65,17.5,0,0,97.0,24.0,62.0,2,10,16,0,0,1,1099420.0,1240270.0,5773800.0,1266752.857142857,2044256.3333333333
2024-10-17,1296600,115,22.2,0,0,113.0,0.0,0.0,3,10,17,0,1,1,930850.0,1398000.0,11906800.0,1222550.0,2027789.6666666667
2024-10-18,2041070,155,17.3,1,0,137.0,42.0,112.0,4,10,18,0,0,1,1296600.0,1547080.0,5633800.0,1208064.2857142857,1922029.6666666667
2024-10-19,1476940,111,12.1,1,0,128.0,32.0,76.0,5,10,19,0,0,0,2041070.0,1675550.0,1533790.0,1278634.2857142857,1797605.3333333333
2024-10-20,758300,52,18.3,0,0,71.0,22.0,50.0,6,10,20,0,0,0,1476940.0,981890.0,1477500.0,1250261.4285714286,1449943.3333333333
2024-10-21,1024850,67,13.0,0,0,50.0,16.0,38.0,0,10,21,0,0,1,758300.0,925060.0,1126300.0,1218320.0,1287426.6666666667
2024-10-22,1317220,103,14.8,0,0,93.0,0.0,0.0,1,10,22,1,0,1,1024850.0,1099420.0,2166750.0,1232575.7142857143,1270462.0
2024-10-23,1484800,95,19.3,0,0,106.0,36.0,96.0,2,10,23,0,0,1,1317220.0,930850.0,1701700.0,1263690.0,1265119.3333333333
2024-10-24,1538710,169,21.3,0,0,154.0,0.0,0.0,3,10,24,0,1,1,1484800.0,1296600.0,1301720.0,1342825.7142857143,1277069.3333333333
2024-10-25,1622080,115,16.8,1,0,129.0,46.0,126.0,4,10,25,0,0,1,1538710.0,2041070.0,936520.0,1377412.857142857,1256134.6666666667
2024-10-26,1640470,121,16.0,1,0,116.0,37.0,102.0,5,10,26,0,0,0,1622080.0,1476940.0,1550330.0,1317557.142857143,1253480.6666666667
2024-10-27,1290600,88,19.0,0,0,100.0,24.0,66.0,6,10,27,0,0,0,1640470.0,758300.0,1588260.0,1340918.5714285714,1264772.3333333333
2024-10-28,1556700,111,25.9,0,0,94.0,32.0,106.0,0,10,28,0,0,1,1290600.0,1024850.0,1174230.0,1416961.4285714286,1276575.0
2024-10-29,1182750,102,25.0,0,0,100.0,0.0,0.0,1,10,29,1,0,1,1556700.0,1317220.0,1040090.0,1492940.0,1276787.3333333333
2024-10-30,620650,48,19.5,0,0,72.0,22.0,60.0,2,10,30,0,0,1,1182750.0,1484800.0,426690.0,1473730.0,1263270.3333333333
2024-10-31,1640050,152,12.8,0,0,112.0,0.0,0.0,3,10,31,0,1,1,620650.0,1538710.0,1881940.0,1350280.0,1244817.6666666667
2024-11-01,1624440,115,25.7,1,0,129.0,37.0,94.0,4,11,1,0,0,1,1640050.0,1622080.0,1513030.0,1364757.142857143,1264816.3333333333
2024-11-02,1767190,131,17.9,1,0,131.0,42.0,104.0,5,11,2,0,0,0,1624440.0,1640470.0,1187740.0,1365094.2857142857,1304741.3333333333
2024-11-03,1010500,61,23.3,0,0,63.0,19.0,56.0,6,11,3,0,0,0,1767190.0,1290600.0,612800.0,1383197.142857143,1300916.3333333333
2024-11-04,985530,72,23.0,0,0,80.0,25.0,68.0,0,11,4,0,0,1,1010500.0,1556700.0,920690.0,1343182.857142857,1284165.3333333333
2024-11-05,1553410,103,21.7,0,0,78.0,0.0,0.0,1,11,5,1,0,1,985530.0,1182750.0,1111690.0,1261587.142857143,1277425.0
2024-11-06,1216800,78,21.9,0,0,96.0,25.0,88.0,2,11,6,0,0,1,1553410.0,620650.0,1240270.0,1314538.5714285714,1308778.6666666667
2024-11-07,1833750,187,18.4,0,0,156.0,0.0,0.0,3,11,7,0,1,1,1216800.0,1640050.0,1398000.0,1399702.857142857,1318649.0
2024-11-08,1952780,117,21.5,1,0,117.0,40.0,118.0,4,11,8,0,0,1,1833750.0,1624440.0,1547080.0,1427374.2857142857,1342717.6666666667
2024-11-09,1440100,109,17.9,1,0,134.0,47.0,128.0,5,11,9,0,0,0,1952780.0,1767190.0,1675550.0,1474280.0,1366468.0
2024-11-10,1120400,74,19.9,0,0,77.0,20.0,52.0,6,11,10,0,0,0,1440100.0,1010500.0,981890.0,1427552.857142857,1367871.3333333333
2024-11-11,1102050,78,22.9,0,0,71.0,18.0,44.0,0,11,11,0,0,1,1120400.0,985530.0,925060.0,1443252.857142857,1353648.6666666667
2024-11-12,1395050,108,25.7,0,0,98.0,0.0,0.0,1,11,12,1,0,1,1102050.0,1553410.0,1099420.0,1459898.5714285714,1334532.0
2024-11-13,1307850,88,17.2,0,0,90.0,28.0,70.0,2,11,13,0,0,1,1395050.0,1216800.0,930850.0,1437275.7142857143,1348304.0
2024-11-14,1339890,124,20.3,0,0,116.0,0.0,0.0,3,11,14,0,1,1,1307850.0,1833750.0,1296600.0,1450282.857142857,1361063.6666666667
2024-11-15,1663260,105,23.1,1,0,92.0,28.0,84.0,4,11,15,0,0,1,1339890.0,1952780.0,2041070.0,1379731.4285714286,1369079.3333333333
2024-11-16,1704710,114,19.1,1,0,98.0,25.0,68.0,5,11,16,0,0,0,1663260.0,1440100.0,1476940.0,1338371.4285714286,1393493.0
2024-11-17,1610900,113,21.8,0,0,96.0,28.0,72.0,6,11,17,0,0,0,1704710.0,1120400.0,758300.0,1376172.857142857,1407096.6666666667
2024-11-18,862400,72,22.8,0,0,84.0,21.0,48.0,0,11,18,0,0,1,1610900.0,1102050.0,1024850.0,1446244.2857142857,1392757.6666666667
2024-11-19,1336840,97,16.3,0,0,64.0,0.0,0.0,1,11,19,1,0,1,862400.0,1395050.0,1317220.0,1412008.5714285714,1372273.0
2024-11-20,880840,67,18.5,0,0,80.0,25.0,58.0,2,11,20,0,0,1,1336840.0,1307850.0,1484800.0,1403692.857142857,1391557.6666666667
2024-11-21,1805450,206,22.2,0,0,158.0,0.0,0.0,3,11,21,0,1,1,880840.0,1339890.0,1538710.0,1342691.4285714286,1386757.3333333333
2024-11-22,1641840,125,19.9,1,0,123.0,37.0,102.0,4,11,22,0,0,1,1805450.0,1663260.0,1622080.0,1409200.0,1403031.6666666667
2024-11-23,1106080,67,22.3,1,0,106.0,31.0,76.0,5,11,23,0,0,0,1641840.0,1704710.0,1640470.0,1406140.0,1408266.3333333333
2024-11-24,1078590,81,21.6,0,0,84.0,28.0,74.0,6,11,24,0,0,0,1106080.0,1610900.0,1290600.0,1320621.4285714286,1393845.3333333333
2024-11-25,1242240,79,26.3,0,0,98.0,24.0,80.0,0,11,25,0,0,1,1078590.0,862400.0,1556700.0,1244577.142857143,1375729.0
2024-11-26,1227850,100,15.6,0,0,77.0,0.0,0.0,1,11,26,1,0,1,1242240.0,1336840.0,1182750.0,1298840.0,1362454.6666666667
2024-11-27,1450400,100,20.7,0,0,97.0,33.0,82.0,2,11,27,0,0,1,1227850.0,880840.0,620650.0,1283270.0,1360363.0
2024-11-28,1660540,164,18.2,0,0,144.0,0.0,0.0,3,11,28,0,1,1,1450400.0,1805450.0,1640050.0,1364635.7142857143,1356819.6666666667
2024-11-29,1168660,81,24.8,1,0,88.0,23.0,62.0,4,11,29,0,0,1,1660540.0,1641840.0,1624440.0,1343934.2857142857,1372746.0
2024-11-30,1180960,90,22.0,1,0,99.0,32.0,104.0,5,11,30,0,0,0,1168660.0,1106080.0,1767190.0,1276337.142857143,1391013.0
2024-12-01,1147970,81,24.9,0,0,76.0,23.0,64.0,6,12,1,0,0,0,1180960.0,1078590.0,1010500.0,1287034.2857142857,1375710.0
2024-12-02,1346070,94,20.6,0,0,84.0,25.0,66.0,0,12,2,0,0,1,1147970.0,1242240.0,985530.0,1296945.7142857143,1359827.6666666667
2024-12-03,1339600,109,28.2,0,0,87.0,0.0,0.0,1,12,3,1,0,1,1346070.0,1227850.0,1553410.0,1311778.5714285714,1345790.3333333333
2024-12-04,811190,53,22.6,0,0,55.0,14.0,38.0,2,12,4,0,0,1,1339600.0,1450400.0,1216800.0,1327742.857142857,1356760.3333333333
2024-12-05,1405200,157,23.5,0,0,145.0,0.0,0.0,3,12,5,0,1,1,811190.0,1660540.0,1833750.0,1236427.142857143,1350949.0
2024-12-06,1597590,116,26.3,1,0,136.0,45.0,126.0,4,12,6,0,0,1,1405200.0,1168660.0,1952780.0,1199950.0,1346008.6666666667
2024-12-07,1860950,139,22.3,1,0,137.0,33.0,82.0,5,12,7,0,0,0,1597590.0,1180960.0,1440100.0,1261225.7142857143,1358701.6666666667
2024-12-08,689670,51,19.2,0,0,69.0,23.0,60.0,6,12,8,0,0,0,1860950.0,1147970.0,1120400.0,1358367.142857143,1359608.3333333333
2024-12-09,993360,77,22.0,0,0,58.0,17.0,44.0,0,12,9,0,0,1,689670.0,1346070.0,1102050.0,1292895.7142857143,1317504.6666666667
2024-12-10,1078300,88,20.0,0,0,81.0,0.0,0.0,1,12,10,1,0,1,993360.0,1339600.0,1395050.0,1242508.5714285714,1302613.3333333333
2024-12-11,934120,75,21.7,0,0,68.0,20.0,56.0,2,12,11,0,0,1,1078300.0,811190.0,1307850.0,1205180.0,1301210.0
2024-12-12,1401380,118,19.6,0,0,130.0,0.0,0.0,3,12,12,0,1,1,934120.0,1405200.0,1339890.0,1222741.4285714286,1295612.3333333333
2024-12-13,1343870,98,23.2,1,0,111.0,33.0,98.0,4,12,13,0,0,1,1401380.0,1597590.0,1663260.0,1222195.7142857143,1295823.3333333333
2024-12-14,1516570,106,26.4,1,0,137.0,38.0,104.0,5,12,14,0,0,0,1343870.0,1860950.0,1704710.0,1185950.0,1297024.0
2024-12-15,1430100,100,24.5,0,0,107.0,26.0,66.0,6,12,15,0,0,0,1516570.0,689670.0,1610900.0,1136752.857142857,1302913.3333333333
2024-12-16,900900,70,23.7,0,0,61.0,20.0,54.0,0,12,16,0,0,1,1430100.0,993360.0,862400.0,1242528.5714285714,1295141.3333333333
2024-12-17,1491990,130,19.8,0,0,97.0,0.0,0.0,1,12,17,1,0,1,900900.0,1078300.0,1336840.0,1229320.0,1268347.6666666667
2024-12-18,571550,43,20.2,0,0,61.0,20.0,56.0,2,12,18,0,0,1,1491990.0,934120.0,880840.0,1288418.5714285714,1264384.0
2024-12-19,1755600,169,17.0,0,0,144.0,0.0,0.0,3,12,19,0,1,1,571550.0,1401380.0,1805450.0,1236622.857142857,1254689.0
2024-12-20,1930790,132,21.9,1,0,131.0,33.0,104.0,4,12,20,0,0,1,1755600.0,1343870.0,1641840.0,1287225.7142857143,1268647.6666666667
2024-12-21,1771000,128,21.9,1,0,118.0,31.0,90.0,5,12,21,0,0,0,1930790.0,1516570.0,1106080.0,1371071.4285714286,1303646.0
2024-12-22,1095490,71,23.3,0,0,117.0,34.0,104.0,6,12,22,0,0,0,1771000.0,1430100.0,1078590.0,1407418.5714285714,1302497.6666666667
2024-12-23,1085250,82,23.1,0,0,72.0,24.0,62.0,0,12,23,0,0,1,1095490.0,900900.0,1242240.0,1359617.142857143,1284286.0
2024-12-24,1195150,72,22.9,0,0,63.0,0.0,0.0,1,12,24,1,0,1,1085250.0,1491990.0,1227850.0,1385952.857142857,1283591.6666666667
2024-12-25,1162040,84,20.0,0,1,104.0,31.0,78.0,2,12,25,0,0,0,1195150.0,571550.0,1450400.0,1343547.142857143,1287477.0
2024-12-26,1964850,192,16.2,0,0,151.0,0.0,0.0,3,12,26,0,1,1,1162040.0,1755600.0,1660540.0,1427902.857142857,1284803.6666666667
2024-12-27,2040450,123,27.6,1,0,135.0,43.0,102.0,4,12,27,0,0,1,1964850.0,1930790.0,1168660.0,1457795.7142857143,1309370.3333333333
2024-12-28,1724500,129,22.2,1,0,131.0,34.0,78.0,5,12,28,0,0,0,2040450.0,1771000.0,1180960.0,1473461.4285714286,1329038.6666666667
2024-12-29,1219000,76,26.9,0,0,69.0,20.0,54.0,6,12,29,0,0,0,1724500.0,1095490.0,1147970.0,1466818.5714285714,1331170.6666666667
2024-12-30,1466210,99,20.5,0,0,82.0,28.0,70.0,0,12,30,0,0,1,1219000.0,1085250.0,1346070.0,1484462.857142857,1332848.6666666667
2024-12-31,1012660,63,20.9,0,0,66.0,0.0,0.0,1,12,31,1,0,1,1466210.0,1195150.0,1339600.0,1538885.7142857143,1342357.0
2025-01-01,1572340,95,25.9,0,1,94.0,28.0,72.0,2,1,1,0,0,0,1012660.0,1162040.0,811190.0,1512815.7142857143,1337846.6666666667
